StockCode,Description,Revenue,Units,Orders,Customers,Revenue_Share_%
22737,RIBBON REEL CHRISTMAS PRESENT ,2695.8000000000025,1389.0,259,148,0.025273082642303997
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2694.560000000003,1966.0,299,177,0.025261457661787477
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2692.4399999999996,1396.0,105,63,0.025241582695097898
22691,DOORMAT WELCOME SUNRISE,2686.720000000001,372.0,120,65,0.025187957784973278
22702,BLACK AND WHITE CAT BOWL,2684.6499999999987,1363.0,49,35,0.025168551567498088
22045,SPACEBOY GIFT WRAP,2683.84,6552.0,208,148,0.02516095783022521
22660,DOORMAT I LOVE LONDON,2678.96,364.0,102,56,0.025115207906902096
21781,MA CAMPAGNE CUTLERY BOX,2676.7500000000014,169.0,101,51,0.02509448919162668
22433,WATERING CAN GREEN DINOSAUR,2667.500000000002,1394.0,227,121,0.025007770586967102
22130,PARTY CONE CHRISTMAS DECORATION ,2664.629999999999,2277.0,110,78,0.024980864382061884
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2663.62,926.0,104,51,0.02497139564793149
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2663.5400000000036,1604.0,238,103,0.024970645649188522
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2655.1299999999956,801.0,227,151,0.02489180203133038
22902,TOTE BAG I LOVE LONDON,2650.0800000000004,1296.0,136,71,0.02484445836067844
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.3500000000026,1061.0,102,73,0.02483761462214857
22792,FLUTED ANTIQUE CANDLE HOLDER,2643.3300000000013,2809.0,206,100,0.024781177216737667
22241,GARLAND WOODEN HAPPY EASTER,2641.9300000000026,1978.0,239,125,0.02476805223873515
35961,FOLKART ZINC HEART CHRISTMAS DEC,2640.8599999999988,2999.0,244,116,0.02475802100554746
82600,N0 SINGING METAL SIGN,2639.420000000002,1225.0,49,30,0.02474452102817346
23054,RECYCLED ACAPULCO MAT LAVENDER,2621.4300000000017,297.0,130,81,0.02457586506084092
21012,ANTIQUE ALL GLASS CANDLESTICK,2618.2499999999995,1171.0,199,66,0.024546052610806578
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2610.6099999999965,1211.0,232,168,0.024474427730849877
22830,UTILTY CABINET WITH HOOKS,2610.29,131.0,6,5,0.0244714277358779
22700,BLACK AND WHITE DOG BOWL,2608.0799999999995,1198.0,52,41,0.024450709020602472
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2605.4999999999986,1710.0,274,159,0.024426521561140658
22833,HALL CABINET WITH 3 DRAWERS,2603.5299999999993,76.0,5,4,0.02440805284209424
22175,PINK OWL SOFT TOY,2600.13,879.0,171,84,0.024376177895516674
22361,GLASS JAR DAISY FRESH COTTON WOOL,2598.229999999994,729.0,268,92,0.024358365425370322
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2593.530000000002,1904.0,195,77,0.02431430299921904
21500,PINK POLKADOT WRAP ,2593.0,6350.0,213,162,0.024309334257546635
22822,CREAM WALL PLANTER HEART SHAPED,2588.7000000000044,434.0,158,121,0.024269021825110326
47559B,TEA TIME OVEN GLOVE,2588.6500000000015,2080.0,287,152,0.02426855307589592
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.919999999997,940.0,122,82,0.02424295936879094
22610,PENS ASSORTED FUNNY FACE,2578.2400000000007,9608.0,216,123,0.024170959489462802
21735,TWO DOOR CURIO CABINET,2577.4499999999994,212.0,83,60,0.024163553251875646
23534,STOP FOR TEA WALL ART,2572.699999999999,518.0,41,40,0.02411902207650991
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2570.5199999999986,5078.0,522,189,0.024098584610763106
23292,SPACEBOY CHILDRENS CUP,2558.8200000000024,2051.0,216,112,0.02398889729459913
22358,KINGS CHOICE TEA CADDY ,2557.1199999999967,700.0,255,87,0.023972959821310282
22064,PINK DOUGHNUT TRINKET POT ,2556.199999999995,1734.0,241,85,0.023964334835765745
21452,TOADSTOOL MONEY BOX,2549.1099999999988,817.0,184,109,0.023897866197167245
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2540.3900000000035,2780.0,313,148,0.02381611633418009
23131,MISTLETOE HEART WREATH CREAM,2539.630000000001,625.0,110,86,0.02380899134612155
23424,GINGHAM RECIPE BOOK BOX,2529.4199999999973,466.0,135,87,0.02371327275654591
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2528.1499999999974,1278.0,153,78,0.023701366526500754
23681,LUNCH BAG RED VINTAGE DOILY,2526.69,1577.0,132,105,0.023687679049440996
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2519.3799999999997,518.0,131,79,0.023619147914299202
22670,FRENCH WC SIGN BLUE METAL,2518.0000000000036,1883.0,301,141,0.023606210435982457
21556,CERAMIC STRAWBERRY MONEY BOX,2515.5200000000036,977.0,114,38,0.0235829604749494
23316,RED REFECTORY CLOCK ,2511.590000000002,251.0,110,75,0.02354611678669942
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.2200000000016,1476.0,219,125,0.02354264804251303
22937,BAKING MOULD CHOCOLATE CUPCAKES,2507.1400000000012,950.0,157,119,0.023504398106619934
22075,6 RIBBONS ELEGANT CHRISTMAS ,2503.340000000005,1800.0,200,96,0.023468773166327384
21107,CREAM SLICE FLANNEL PINK SPOT ,2501.5600000000004,904.0,97,48,0.02345208569429555
23367,SET 12 COLOUR PENCILS SPACEBOY ,2495.7500000000036,3285.0,282,184,0.023397617035585072
21903,MAN FLU METAL SIGN,2494.330000000001,1162.0,180,113,0.023384304557896765
22215,CAKE STAND WHITE TWO TIER LACE,2471.3899999999994,343.0,101,71,0.02316924241834098
23352,ROLL WRAP 50'S RED CHRISTMAS ,2462.9500000000016,1803.0,212,151,0.023090117550954307
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2449.300000000002,1474.0,159,97,0.022962149015429624
23489,VINTAGE BELLS GARLAND,2443.3500000000004,821.0,149,116,0.022906367858918846
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2443.039999999998,1484.0,131,82,0.022903461613789696
22374,AIRLINE BAG VINTAGE JET SET RED,2440.27,549.0,223,108,0.022877492907313276
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2430.4399999999982,939.0,255,106,0.022785336811766907
21875,KINGS CHOICE MUG,2429.3799999999987,2055.0,148,83,0.02277539932842214
23406,HOME SWEET HOME KEY HOLDER,2428.9100000000003,457.0,111,65,0.022770993085807018
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2428.1800000000003,825.0,195,74,0.022764149347277128
22573,STAR WOODEN CHRISTMAS DECORATION,2427.2500000000036,2689.0,221,127,0.02275543061188976
23265,SET OF 3 WOODEN TREE DECORATIONS,2423.5400000000022,1784.0,293,180,0.02272064942018304
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2420.3399999999997,934.0,206,115,0.022690649470462943
22811,SET OF 6 T-LIGHTS CACTI ,2419.2899999999995,881.0,108,37,0.022680805736961043
22437,SET OF 9 BLACK SKULL BALLOONS,2418.940000000002,2830.0,226,140,0.02267752449246043
21328,BALLOONS  WRITING SET ,2418.6799999999994,1342.0,346,135,0.022675086996545652
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2409.3400000000006,461.0,107,76,0.0225875246433002
22167, OVAL WALL MIRROR DIAMANTE ,2401.0699999999983,237.0,156,41,0.022509993523242365
20978,36 PENCILS TUBE SKULLS,2400.050000000003,1799.0,263,133,0.022500431039269134
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.589999999997,256.0,124,16,0.022439868640771684
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.5199999999977,558.0,210,48,0.02240171245472147
11001,ASSTD DESIGN RACING CAR PEN,2389.4399999999987,1615.0,113,44,0.022400962455978477
22440,BALLOON WATER BOMB PACK OF 35,2385.1200000000035,6034.0,154,100,0.022360462523856425
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2384.97,581.0,99,81,0.022359056276213263
20983,12 PENCILS TALL TUBE RED RETROSPOT,2382.460000000003,2746.0,268,185,0.02233552506565161
22282,12 EGG HOUSE PAINTED WOOD,2378.520000000001,149.0,99,39,0.02229858762755875
23498,CLASSIC BICYCLE CLIPS ,2378.4799999999996,1644.0,99,77,0.022298212628187236
21811,HANGING HEART WITH BELL,2376.0500000000015,4620.0,219,106,0.022275431416368573
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2375.440000000002,2749.0,350,198,0.022269712675953186
84997d,CHILDRENS CUTLERY POLKADOT PINK,2372.3299999999986,285.0,65,0,0.022240556474818964
23535,BICYCLE SAFTEY WALL ART,2371.9400000000005,458.0,39,38,0.022236900230946845
23396,LE JARDIN BOTANIQUE CUSHION COVER,2371.249999999999,566.0,166,114,0.02223043149178844
37500,TEA TIME TEAPOT IN GIFT BOX,2360.6800000000003,380.0,113,53,0.022131337907869336
22070,SMALL RED RETROSPOT MUG IN BOX ,2358.15,949.0,116,62,0.022107619197621903
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800.0,165,102,0.022087462981403728
23401,RUSTIC MIRROR WITH LACE HEART,2354.870000000001,459.0,83,59,0.022076869249158835
23412,HEART MIRROR ANTIQUE WHITE,2354.7999999999997,358.0,76,64,0.022076213000258697
22548,HEADS AND TAILS SPORTING FUN,2351.440000000001,1977.0,209,149,0.022044713053052632
22425,ENAMEL COLANDER CREAM,2346.1199999999994,460.0,166,110,0.021994838136642998
23437, 50'S CHRISTMAS GIFT BAG LARGE,2343.630000000001,1915.0,129,106,0.021971494425767082
21700,BIG DOUGHNUT FRIDGE MAGNETS,2334.9399999999987,1726.0,198,58,0.021890025812308485
20977,36 PENCILS TUBE WOODLAND,2331.1400000000012,1741.0,185,111,0.021854400872015924
16156S,WRAP PINK FAIRY CAKES ,2331.0,5800.0,167,135,0.021853088374215658
22829,SWEETHEART WIRE WALL TIDY,2315.3300000000013,229.0,109,80,0.021706182370430187
22736,RIBBON REEL MAKING SNOWMEN ,2315.25,1233.0,223,130,0.021705432371687174
22483,RED GINGHAM TEDDY BEAR ,2314.740000000002,774.0,169,91,0.021700651129700554
23371,SET 36 COLOUR PENCILS SPACEBOY ,2313.5300000000016,1712.0,185,98,0.02168930739871265
84950,ASSORTED COLOUR T-LIGHT HOLDER,2304.830000000002,3631.0,120,66,0.021607745035411206
21982,PACK OF 12 SUKI TISSUES ,2304.1399999999976,7612.0,359,182,0.02160127629625277
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2301.310000000001,1051.0,219,130,0.021574745090719112
23330,DECORATIVE WICKER HEART MEDIUM,2299.4700000000007,1804.0,216,158,0.021557495119630073
71459,HANGING JAM JAR T-LIGHT HOLDERS,2298.050000000002,2813.0,92,61,0.0215441826419418
85175,CACTI T-LIGHT CANDLES,2292.3400000000015,5353.0,143,84,0.02149065148166004
22185,SLATE TILE NATURAL HANGING,2291.439999999998,1510.0,162,111,0.021482213995801233
84997b,CHILDRENS CUTLERY RETROSPOT RED ,2287.369999999999,273.0,55,0,0.02144405780975103
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2284.120000000003,1340.0,154,97,0.02141358911081662
21813,GARLAND WITH STARS AND BELLS,2280.4700000000003,549.0,112,38,0.02137937041816713
21896,POTTING SHED TWINE,2279.089999999996,983.0,110,79,0.021366432939850313
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2274.0000000000027,1456.0,246,113,0.021318714269826882
22914,BLUE COAT RACK PARIS FASHION,2266.1599999999985,468.0,154,106,0.021245214393012666
22983,CARD BILLBOARD FONT,2261.5999999999885,5302.0,443,223,0.02120246446466147
46000S,POLYESTER FILLER PAD 40x40cm,2256.1999999999994,1556.0,185,128,0.021151839549508944
21069,VINTAGE BILLBOARD TEA MUG,2251.7700000000004,1950.0,86,35,0.02111030836911523
22030,SWALLOWS GREETING CARD,2247.969999999995,5551.0,274,179,0.02107468342882259
23252,VINTAGE RED ENAMEL TRIM JUG ,2246.61,599.0,136,104,0.02106193345019161
23093,SMALL PARISIENNE HEART PHOTO FRAME ,2244.220000000002,941.0,142,105,0.021039527237744448
23326,HANGING MINI COLOURED BOTTLES,2237.7099999999996,3443.0,76,52,0.02097849609003265
21989,PACK OF 20 SKULL PAPER NAPKINS,2235.650000000005,2412.0,335,130,0.02095918362240041
21471,STRAWBERRY RAFFIA FOOD COVER,2228.0899999999965,641.0,163,77,0.02088830874118665
23079,TOADSTOOL BEDSIDE LIGHT ,2225.4500000000016,251.0,105,82,0.020863558782667643
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2222.3800000000024,2482.0,200,121,0.02083477758090495
23501,KEY RING BASEBALL BOOT UNION JACK,2220.370000000001,1823.0,112,77,0.020815933862487018
22478,BIRDHOUSE GARDEN MARKER ,2218.1200000000013,1543.0,140,59,0.020794840147840096
84997c,CHILDRENS CUTLERY POLKADOT BLUE,2216.2099999999996,265.0,56,0,0.02077693392785091
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2214.0800000000036,1456.0,187,78,0.020756965211318527
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2213.4199999999996,522.0,106,79,0.020750777721688724
82494l,WOODEN FRAME ANTIQUE WHITE ,2211.5999999999976,264.0,61,0,0.020733715250285414
23403,LETTER HOLDER HOME SWEET HOME,2207.8600000000006,626.0,134,80,0.020698652809050106
10135,COLOURING PENCILS BROWN TUBE,2207.390000000001,2231.0,175,92,0.02069424656643497
21042,RED RETROSPOT APRON ,2205.47,335.0,131,71,0.02067624659660292
22574,HEART WOODEN CHRISTMAS DECORATION,2202.140000000002,2336.0,222,131,0.02064502789892549
21900,"KEY FOB , SHED",2201.070000000009,3234.0,372,166,0.0206349966657379
23302,KNEELING MAT HOUSEWORK  DESIGN,2194.619999999998,1544.0,230,140,0.020574528017083277
22571,ROCKING HORSE RED CHRISTMAS ,2191.4300000000053,2441.0,254,152,0.02054462181720615
22763,KEY CABINET MA CAMPAGNE,2186.270000000003,207.0,108,76,0.02049624689828251
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2182.390000000001,1831.0,105,82,0.0204598719592469
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2179.660000000001,1065.0,142,70,0.020434278252141967
23445,ICE CREAM BUBBLES,2177.839999999996,2688.0,101,81,0.020417215780738626
22357,KINGS CHOICE BISCUIT TIN,2175.0400000000027,468.0,180,69,0.020390965824733626
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2173.0500000000047,2524.0,224,120,0.020372309606001476
22377,BOTTLE BAG RETROSPOT ,2171.5300000000043,1330.0,207,83,0.020358059629884438
22704,WRAP RED APPLES ,2168.76,5278.0,174,129,0.02033209092340796
22121,NOEL WOODEN BLOCK LETTERS ,2165.650000000001,353.0,133,94,0.020302934722273774
21592,RETROSPOT CIGAR BOX MATCHES ,2164.4600000000014,2162.0,216,156,0.020291778490971624
22732,3D VINTAGE CHRISTMAS STICKERS ,2162.7500000000014,1645.0,188,102,0.02027574726783996
23031,DRAWER KNOB CRACKLE GLAZE PINK,2162.2000000000025,1284.0,153,93,0.02027059102648183
21249,WOODLAND  HEIGHT CHART STICKERS ,2160.0000000000014,724.0,119,68,0.02024996606104927
22107,PIZZA PLATE IN BOX,2158.0599999999995,594.0,179,44,0.02023177859153146
22920,HERB MARKER BASIL,2155.9400000000032,3427.0,242,133,0.020211903624841945
82581,TOILET METAL SIGN,2155.889999999995,3883.0,405,172,0.020211434875627494
22588,CARD HOLDER GINGHAM HEART,2149.309999999997,687.0,175,110,0.020149747479015614
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2148.530000000002,1213.0,134,87,0.020142434991271392
23005,TRAVEL CARD WALLET I LOVE LONDON,2147.55,4783.0,241,105,0.0201332475066696
22973,CHILDREN'S CIRCUS PARADE MUG,2145.909999999999,1261.0,144,81,0.02011787253243805
23161,REGENCY CAKE FORK,2145.3000000000015,1715.0,98,58,0.020112153792022688
23232,WRAP VINTAGE LEAF DESIGN,2140.92,5326.0,134,118,0.020071091360843323
23213,STAR WREATH DECORATION WITH BELL,2139.6700000000005,1683.0,152,95,0.020059372630483924
40016,CHINESE DRAGON PAPER LANTERNS,2136.339999999998,5556.0,97,54,0.02002815393280645
21232,STRAWBERRY CERAMIC TRINKET POT,2133.7200000000007,1371.0,125,57,0.020003591473973164
22509,SEWING BOX RETROSPOT DESIGN ,2132.440000000002,211.0,86,71,0.019991591494085147
22128,PARTY CONES CANDY ASSORTED,2127.53,1762.0,76,62,0.019945560321233395
37450,CERAMIC CAKE BOWL + HANGING CAKES,2126.3900000000017,717.0,134,47,0.019934872839145634
22891,TEA FOR ONE POLKADOT,2125.179999999999,424.0,168,69,0.019923529108157704
84356,POMPOM CURTAIN,2124.1500000000005,424.0,82,32,0.01991387287434157
22498,WOODEN REGATTA BUNTING,2121.9900000000002,334.0,150,68,0.01989362290828052
21980,PACK OF 12 RED RETROSPOT TISSUES ,2121.7600000000007,6687.0,297,192,0.019891466661894393
22156,HEART DECORATION WITH PEARLS ,2114.8300000000013,2198.0,256,106,0.019826498020781867
21718,RED METAL BEACH SPADE ,2114.640000000003,1494.0,229,106,0.01982471677376725
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.4900000000007,349.0,36,31,0.019795185573261532
20751,FUNKY WASHING UP GLOVES ASSORTED,2108.7199999999984,1003.0,198,127,0.019769216866785077
23438, RED SPOT GIFT BAG LARGE,2107.42,1727.0,103,82,0.01975702938721131
23233,WRAP POPPIES  DESIGN,2105.5,5175.0,158,130,0.019739029417379265
21506,"FANCY FONT BIRTHDAY CARD, ",2101.0099999999934,4958.0,323,171,0.019696935737928228
22996,TRAVEL CARD WALLET VINTAGE TICKET,2099.9699999999975,4813.0,408,155,0.019687185754269244
23152,IVORY SWEETHEART WIRE LETTER RACK ,2095.6500000000005,558.0,159,108,0.01964668582214717
22733,3D TRADITIONAL CHRISTMAS STICKERS,2095.0800000000017,1583.0,197,119,0.019641342081103293
22059,CERAMIC STRAWBERRY DESIGN MUG,2094.2400000000025,1790.0,173,85,0.019633467094301783
23315,IVORY REFECTORY CLOCK,2094.2400000000016,213.0,86,63,0.019633467094301773
23251,VINTAGE RED ENAMEL TRIM MUG ,2092.0,1701.0,119,80,0.019612467129497706
22744,MAKE YOUR OWN MONSOON CARD KIT,2091.5400000000027,870.0,172,123,0.01960815463672547
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2089.640000000001,764.0,76,59,0.019590342166579164
22593,CHRISTMAS GINGHAM STAR,2087.3400000000047,2265.0,198,106,0.019568779702717896
22747,POPPY'S PLAYHOUSE BATHROOM,2087.149999999997,957.0,227,123,0.019566998455703193
22055,MINI CAKE STAND  HANGING STRAWBERY,2086.4900000000007,1377.0,220,102,0.019560810966073462
23526,DOG LICENCE WALL ART,2081.6399999999994,408.0,29,28,0.019515342292278966
23360,SET 8 CANDLES VINTAGE DOILY,2079.8500000000026,1065.0,107,88,0.01949856107040433
22863,SOAP DISH BROCANTE,2076.6299999999987,721.0,110,77,0.019468373620998472
23370,SET 36 COLOURING PENCILS DOILY,2076.6000000000013,1490.0,147,84,0.019468092371469868
23536,VILLAGE SHOW WALL ART,2072.4199999999996,386.0,18,17,0.01942890493714801
22831,WHITE BROCANTE SOAP DISH,2070.900000000003,706.0,121,91,0.019414654961031
22955,36 FOIL STAR CAKE CASES ,2070.1499999999996,1048.0,134,91,0.01940762372281533
23227,FILIGREE HEART BUTTERFLY WHITE ,2070.0600000000004,1642.0,117,61,0.01940677997422946
22935,BAKING MOULD ROSE MILK CHOCOLATE,2066.8200000000006,690.0,65,46,0.01937640502513789
23020,GLASS  SONGBIRD STORAGE JAR,2065.1400000000003,169.0,73,65,0.019360655051534847
23291,DOLLY GIRL CHILDRENS CUP,2060.2800000000016,1635.0,195,104,0.0193150926278975
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2055.2700000000004,548.0,101,83,0.019268123956617
22101,MIRROR MOSAIC VOTIVE HOLDER,2053.1699999999996,1438.0,69,21,0.019248436489613194
47504K,ENGLISH ROSE GARDEN SECATEURS,2049.449999999998,2019.0,212,141,0.01921356154806359
23500,KEY RING BASEBALL BOOT ASSORTED ,2044.5800000000004,1631.0,98,76,0.019167905374583377
21864,UNION JACK FLAG PASSPORT COVER ,2043.7900000000036,829.0,184,65,0.019160499136996266
22414,DOORMAT NEIGHBOURHOOD WITCH ,2038.3899999999992,279.0,95,37,0.0191098742218436
22803,IVORY EMBROIDERED QUILT ,2038.0900000000006,54.0,31,18,0.019107061726557358
20674,GREEN POLKADOT BOWL,2032.4800000000012,1576.0,205,101,0.01905446806470436
22080,RIBBON REEL POLKADOTS ,2028.23,1221.0,155,116,0.019014624381482378
84880,WHITE WIRE EGG HOLDER,2027.7399999999998,314.0,76,51,0.01901003063918149
22788,BROCANTE COAT RACK,2025.9600000000012,220.0,60,33,0.01899334316714971
22115,METAL SIGN EMPIRE TEA,2020.9099999999983,1549.0,228,152,0.018945999496497695
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2019.5900000000026,1448.0,89,68,0.018933624517238207
51014A,"FEATHER PEN,HOT PINK",2018.7799999999997,3890.0,239,106,0.018926030779965287
22897,OVEN MITT APPLES DESIGN,2016.0000000000011,1352.0,211,135,0.018899968323645985
23543,KEEP CALM WALL ART ,2015.9700000000003,269.0,20,19,0.01889968707411735
22959,WRAP CHRISTMAS VILLAGE,2014.42,4901.0,142,133,0.01888515584847169
23289,DOLLY GIRL CHILDRENS BOWL,2013.7000000000014,1622.0,191,111,0.018878405859784685
22859,EASTER TIN BUNNY BOUQUET,2012.9700000000023,1209.0,158,111,0.0188715621212548
21622,VINTAGE UNION JACK CUSHION COVER,2012.339999999999,386.0,104,76,0.01886565588115363
23358,HOT STUFF HOT WATER BOTTLE,2012.13,595.0,89,61,0.018863687134453265
22364,GLASS JAR DIGESTIVE BISCUITS,2010.1700000000014,619.0,164,69,0.01884531216524973
22503,CABIN BAG VINTAGE PAISLEY,2010.1200000000013,99.0,34,15,0.018844843416035352
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2009.9499999999969,1183.0,119,85,0.018843249668706433
85049G,CHOCOLATE BOX RIBBONS ,2007.940000000001,1615.0,258,161,0.018824405950288548
23066,SMALL DECO JEWELLERY STAND,2005.8100000000004,243.0,79,63,0.01880443723375612
21591,COSY HOUR CIGAR BOX MATCHES ,2001.1399999999999,1378.0,146,114,0.018760656057133385
22186,RED STAR CARD HOLDER,1997.4800000000007,848.0,149,111,0.01872634361464106
22928,YELLOW GIANT GARDEN THERMOMETER,1993.7500000000025,288.0,115,62,0.018691374923248613
23357,HOT WATER BOTTLE SEX BOMB,1993.599999999999,453.0,102,79,0.018689968675605455
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028.0,82,54,0.01868884367749096
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1988.8900000000035,5170.0,338,226,0.018645812499611263
37446,MINI CAKE STAND WITH HANGING CAKES,1986.2400000000005,1361.0,183,93,0.0186209687912493
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1985.5799999999986,878.0,71,50,0.018614781301619518
22466,FAIRY TALE COTTAGE NIGHT LIGHT,1981.2900000000018,977.0,115,74,0.018574562619026073
22477,WATERING CAN GARDEN MARKER,1980.4000000000012,1374.0,127,63,0.018566218883010174
15039,SANDALWOOD FAN,1979.4900000000011,2091.0,145,58,0.01855768764730853
21916,SET 12 RETRO WHITE CHALK STICKS,1973.9099999999958,4600.0,359,156,0.0185053752349841
22931,BAKING MOULD HEART WHITE CHOCOLATE,1968.3999999999974,815.0,129,95,0.018453719071559863
20992,JAZZ HEARTS PURSE NOTEBOOK,1965.809999999997,4451.0,277,162,0.018429437862255177
23374,RED SPOT PAPER GIFT BAG,1962.8300000000036,2456.0,131,108,0.01840150040907842
22312,OFFICE MUG WARMER POLKADOT,1962.290000000001,649.0,131,61,0.018396437917563135
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1961.1600000000085,431.0,165,34,0.018385844185318304
23228,FILIGREE HEART BIRD WHITE ,1960.0000000000011,1492.0,125,58,0.018374969203544707
23145,ZINC T-LIGHT HOLDER STAR LARGE,1956.6800000000035,2060.0,167,126,0.018343844255710156
85123a,WHITE HANGING HEART T-LIGHT HOLDER,1952.4800000000023,292.0,67,0,0.018304469321702547
84596F,SMALL MARSHMALLOWS PINK BOWL,1951.9999999999966,3748.0,435,166,0.01829996932924448
22291,HANGING CHICK CREAM DECORATION,1946.6199999999997,1317.0,120,72,0.01824953191377764
22824,3 TIER SWEETHEART GARDEN SHELF,1938.2500000000011,55.0,43,42,0.018171063295291084
22412,METAL SIGN NEIGHBOURHOOD WITCH ,1938.1500000000021,914.0,147,73,0.018170125796862346
22639,SET OF 4 NAPKIN CHARMS HEARTS,1937.709999999999,806.0,148,101,0.018166000803775804
23231,WRAP DOILEY DESIGN,1927.26,4703.0,164,124,0.0180680322179712
21192,WHITE BELL HONEYCOMB PAPER ,1924.9399999999996,1093.0,88,32,0.018046282254424145
23094,LE GRAND TRAY CHIC SET,1924.92,152.0,79,65,0.018046094754738395
22199,FRYING PAN RED RETROSPOT,1923.59,467.0,166,71,0.01803362602563599
22183,CAKE STAND VICTORIAN FILIGREE MED,1916.009999999998,322.0,129,16,0.01796256364473655
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1914.730000000002,2233.0,135,84,0.017950563664848557
21112,SWISS ROLL TOWEL PINK  SPOTS,1913.6900000000003,706.0,39,21,0.017940813681189518
20963,APPLE BATH SPONGE,1913.6700000000035,1338.0,229,83,0.0179406261815038
23128,FELTCRAFT BOY JEAN-PAUL KIT,1909.5100000000007,371.0,127,103,0.01790162624686768
21534,DAIRY MAID LARGE MILK JUG,1908.8800000000022,376.0,155,94,0.017895720006766553
22594,CHRISTMAS GINGHAM TREE,1905.7700000000045,2006.0,196,93,0.01786656380563238
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1905.68,177.0,65,25,0.01786572005704646
23068,ALUMINIUM STAMPED HEART,1902.190000000002,783.0,130,100,0.017833001361883025
23491,VINTAGE JINGLE BELLS HEART,1897.7600000000002,228.0,78,64,0.017791470181489282
85061W,WHITE JEWELLED HEART DECORATION,1897.450000000002,2164.0,162,77,0.017788563936360167
23235,STORAGE TIN VINTAGE LEAF,1893.1299999999985,715.0,102,86,0.017748064004238034
16169E,WRAP 50'S  CHRISTMAS,1892.46,4563.0,149,143,0.01774178276476541
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1892.0700000000043,2105.0,199,129,0.017738126520893314
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1890.3300000000017,1638.0,198,81,0.017721814048233
23075,PARLOUR CERAMIC WALL HOOK,1889.7499999999989,455.0,75,56,0.01771637655734621
23394,POSTE FRANCE CUSHION COVER,1888.8999999999992,438.0,150,90,0.017708407820701818
35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.1,394.0,39,28,0.017700907833271808
22602,RETROSPOT WOODEN HEART DECORATION,1887.9800000000025,2078.0,246,132,0.01769978283515733
15058B,PINK POLKADOT GARDEN PARASOL,1885.2699999999995,228.0,97,32,0.017674376627738114
20982,12 PENCILS TALL TUBE SKULLS,1884.9200000000044,2156.0,256,158,0.017671095383237526
22027,TEA PARTY BIRTHDAY CARD,1883.7899999999931,4392.0,362,180,0.01766050165099252
22534,MAGIC DRAWING SLATE SPACEBOY ,1871.119999999996,4496.0,261,172,0.017541720600069633
22198,LARGE POPCORN HOLDER ,1870.9099999999999,1025.0,86,42,0.017539751853369288
23090,VINTAGE GLASS T-LIGHT HOLDER,1870.860000000003,2238.0,149,96,0.01753928310415494
